company_name,sector,offer_price,shares_offered,underwriter_reputation,market_conditions,company_revenue,company_age_years,num_employees,exchange,ipo_outcome
SynergyHoldings1593,Finance,11.72,634805,3,Bull,36.38,8,202,NYSE,Failure
MomentumLabs1594,Industrials,21.08,810015,8,Neutral,13.93,72,83,NASDAQ,Failure
ElevateDynamics1595,Consumer Goods,9.6,24922503,6,Bear,31.21,31,206,NYSE,Success
IgniteVentures1596,Technology,17.87,8303572,6,Bull,69.71,53,323,NASDAQ,Success
ThriveGlobal1597,Technology,11.32,925064,5,Bull,108.46,53,245,NYSE,Success
AlphaNetworks1598,Industrials,19.32,679844,5,Neutral,339.52,22,1001,NYSE,Success
BetaInnovations1599,Healthcare,15.63,4023939,3,Bull,47.64,26,193,NASDAQ,Success
GammaPartners1600,Real Estate,11.08,1043076,6,Bull,31.38,11,109,NYSE,Failure
DeltaEnterprises1601,Technology,14.45,2381622,4,Neutral,7.13,17,39,NASDAQ,Success
OmegaDigital1602,Consumer Goods,12.59,3118057,5,Neutral,82.9,5,423,NYSE,Success
NovaAnalytics1603,Industrials,10.41,2986347,9,Bull,24.97,5,131,NYSE,Success
ApexRobotics1604,Technology,34.51,10084783,5,Neutral,36.03,34,212,NYSE,Success
ZenithBio1605,Healthcare,16.78,20475840,1,Neutral,21.09,67,90,NASDAQ,Failure
VertexPharma1606,Telecommunications,6.68,2025003,4,Neutral,22.01,32,161,NASDAQ,Failure
QuantumCapital1607,Healthcare,14.71,1055305,3,Neutral,144.72,59,585,NASDAQ,Failure
NexusEnergy1608,Finance,31.73,4822708,5,Bull,45.29,27,106,NASDAQ,Failure
PulseHealth1609,Finance,13.73,16709368,3,Neutral,513.63,52,912,NASDAQ,Success
VortexCorp1610,Healthcare,42.47,2184253,6,Bear,9.22,42,31,NASDAQ,Failure
CipherInc1611,Industrials,13.09,7651091,5,Bear,321.94,59,438,NYSE,Failure
HelixTechnologies1612,Industrials,25.83,1415317,5,Bull,23.55,55,365,NYSE,Success
PrismSystems1613,Healthcare,33.73,3339298,6,Bear,45.42,68,367,NASDAQ,Failure
FluxSolutions1614,Industrials,25.16,1022803,5,Bull,103.6,45,543,NASDAQ,Failure
AetherGroup1615,Technology,10.1,3304620,5,Bear,230.16,22,720,NASDAQ,Failure
TitanHoldings1616,Technology,12.54,2909654,5,Bull,244.17,7,460,NYSE,Success
OrionLabs1617,Energy,36.05,6005119,5,Neutral,237.17,64,338,NASDAQ,Success
StellarDynamics1618,Telecommunications,13.43,19347264,6,Bull,36.14,17,120,NYSE,Failure
CrestVentures1619,Technology,32.72,2215756,6,Bear,748.91,9,1028,NYSE,Success
SummitGlobal1620,Technology,16.2,442533,8,Bear,124.22,35,503,NASDAQ,Success
PinnacleNetworks1621,Finance,21.56,2670820,4,Bull,0.6,75,12,NYSE,Success
HorizonInnovations1622,Industrials,10.04,4409701,6,Neutral,53.99,26,280,NASDAQ,Success
EclipsePartners1623,Technology,14.82,4000380,10,Bear,29.01,46,127,NASDAQ,Success
RadiantEnterprises1624,Healthcare,12.97,2792861,5,Neutral,32.12,38,52,NASDAQ,Failure
ForgeDigital1625,Consumer Goods,22.48,14471835,5,Bear,133.54,62,342,NYSE,Success
CatalystAnalytics1626,Healthcare,21.04,3746057,3,Neutral,81.46,66,306,NASDAQ,Failure
SynergyRobotics1627,Technology,25.31,2943776,4,Neutral,18.64,39,92,NASDAQ,Failure
MomentumBio1628,Technology,15.72,1501978,5,Bear,490.06,35,796,NYSE,Success
ElevatePharma1629,Finance,12.61,569941,7,Neutral,7.48,33,32,NYSE,Failure
IgniteCapital1630,Finance,22.01,4543607,7,Bull,6.76,57,27,NASDAQ,Success
ThriveEnergy1631,Real Estate,12.0,4178312,6,Neutral,10.08,57,22,NYSE,Success
AlphaHealth1632,Energy,34.44,1133328,7,Bear,100.13,21,293,NYSE,Success
BetaCorp1633,Consumer Goods,18.97,3127134,4,Bull,89.22,27,400,NASDAQ,Failure
GammaInc1634,Telecommunications,17.06,2831022,6,Bear,15.2,58,54,NASDAQ,Failure
DeltaTechnologies1635,Finance,25.31,1750653,6,Bull,21.06,48,47,NASDAQ,Failure
OmegaSystems1636,Finance,19.33,1478722,6,Neutral,51.1,59,287,NASDAQ,Success
NovaSolutions1637,Real Estate,8.77,4901646,5,Neutral,10.35,1,102,NASDAQ,Failure
ApexGroup1638,Technology,11.81,2608245,4,Neutral,170.37,71,363,NYSE,Success
ZenithHoldings1639,Consumer Goods,34.08,1810305,3,Bull,538.84,68,709,NASDAQ,Failure
VertexLabs1640,Industrials,20.95,1381013,6,Neutral,39.4,72,133,NASDAQ,Success
QuantumDynamics1641,Technology,8.66,2870552,6,Neutral,86.5,14,304,NASDAQ,Failure
NexusVentures1642,Finance,23.95,8239774,5,Neutral,60.52,46,159,NASDAQ,Failure
PulseGlobal1643,Technology,15.19,4019387,5,Bull,399.99,50,408,NASDAQ,Success
VortexNetworks1644,Technology,12.97,2578911,4,Bear,945.41,24,2871,NASDAQ,Success
CipherInnovations1645,Finance,11.33,4450337,7,Bull,30.08,69,130,NYSE,Success
HelixPartners1646,Healthcare,33.11,12792696,6,Neutral,53.99,5,395,NYSE,Success
PrismEnterprises1647,Industrials,7.52,5338279,5,Bull,186.36,55,497,NYSE,Success
FluxDigital1648,Real Estate,13.21,4240539,7,Bull,86.3,46,551,NYSE,Success
AetherAnalytics1649,Industrials,21.33,6190519,7,Bull,13.1,38,55,NASDAQ,Success
TitanRobotics1650,Healthcare,44.22,2791211,2,Bear,3.41,62,18,NASDAQ,Failure
OrionBio1651,Healthcare,26.49,3929677,6,Bear,21.0,41,68,NASDAQ,Failure
StellarPharma1652,Healthcare,13.16,2004779,4,Neutral,84.13,6,644,NASDAQ,Failure
CrestCapital1653,Technology,43.15,693458,6,Neutral,28.49,36,101,NYSE,Failure
SummitEnergy1654,Telecommunications,10.2,4605841,1,Bull,10.57,75,116,NASDAQ,Success
PinnacleHealth1655,Finance,22.94,4623581,6,Bull,21.55,3,71,NYSE,Success
HorizonCorp1656,Technology,25.63,2451687,7,Bull,801.74,5,779,NYSE,Success
EclipseInc1657,Industrials,12.93,9210190,5,Neutral,9.47,62,69,NASDAQ,Failure
RadiantTechnologies1658,Healthcare,28.47,1588652,3,Neutral,32.09,9,88,NASDAQ,Failure
ForgeSystems1659,Technology,15.53,556051,9,Bull,23.72,77,112,NYSE,Success
CatalystSolutions1660,Technology,28.43,1628034,8,Bull,967.75,44,2001,NYSE,Success
SynergyGroup1661,Energy,8.01,700157,4,Neutral,5.65,58,37,NASDAQ,Failure
MomentumHoldings1662,Industrials,23.75,4583788,5,Bear,15.84,56,161,NASDAQ,Success
ElevateLabs1663,Technology,16.35,1540969,2,Bear,56.71,72,215,NASDAQ,Success
IgniteDynamics1664,Real Estate,35.69,8751093,6,Bull,66.32,80,228,NYSE,Failure
ThriveVentures1665,Real Estate,19.65,8570175,3,Bull,277.26,70,559,NASDAQ,Failure
AlphaGlobal1666,Industrials,37.51,1296301,7,Bull,237.46,55,771,NYSE,Success
BetaNetworks1667,Technology,25.89,1457004,8,Neutral,17.93,29,97,NYSE,Success
GammaInnovations1668,Technology,18.84,5578551,5,Neutral,82.51,26,208,NASDAQ,Failure
DeltaPartners1669,Real Estate,29.78,8708758,3,Bull,39.77,30,230,NASDAQ,Failure
OmegaEnterprises1670,Healthcare,29.88,436864,8,Bear,25.95,78,93,NYSE,Success
NovaDigital1671,Energy,25.43,4332567,6,Bull,236.76,37,786,NYSE,Failure
ApexAnalytics1672,Industrials,6.38,363091,6,Bull,75.52,4,122,NASDAQ,Failure
ZenithRobotics1673,Technology,12.29,1888859,4,Bull,563.76,8,1856,NASDAQ,Success
VertexBio1674,Industrials,40.13,9758573,6,Bull,105.3,45,216,NASDAQ,Success
QuantumPharma1675,Telecommunications,10.72,50000000,5,Neutral,207.21,4,741,NASDAQ,Success
NexusCapital1676,Consumer Goods,31.23,2574526,3,Bull,0.88,55,23,NASDAQ,Success
PulseEnergy1677,Finance,28.59,939294,8,Bull,59.07,1,240,NASDAQ,Success
VortexHealth1678,Real Estate,13.97,1956187,9,Neutral,98.88,54,523,NYSE,Success
CipherCorp1679,Finance,7.41,3492295,8,Bull,113.57,43,191,NYSE,Success
HelixInc1680,Consumer Goods,15.11,1672380,7,Bull,526.34,54,1067,NASDAQ,Success
PrismTechnologies1681,Industrials,56.77,1296496,9,Bull,131.1,44,266,NASDAQ,Success
FluxSystems1682,Consumer Goods,13.04,2133234,3,Bull,8.42,32,32,NASDAQ,Success
AetherSolutions1683,Healthcare,13.5,4855279,3,Bull,116.51,7,152,NYSE,Success
TitanGroup1684,Technology,12.2,2759585,5,Neutral,182.43,48,498,NYSE,Success
OrionHoldings1685,Technology,36.87,1353760,6,Bear,20.82,15,139,NYSE,Failure
StellarLabs1686,Finance,17.79,1672679,5,Bull,28.05,71,206,NASDAQ,Success
CrestDynamics1687,Finance,14.69,2161129,3,Neutral,169.52,60,266,NYSE,Failure
SummitVentures1688,Energy,40.72,1203294,6,Bull,52.38,76,140,NASDAQ,Failure
PinnacleGlobal1689,Healthcare,26.84,1611788,5,Bear,269.4,43,450,NASDAQ,Success
HorizonNetworks1690,Industrials,12.68,6222211,7,Bull,69.06,74,148,NYSE,Failure
EclipseInnovations1691,Real Estate,10.89,2596510,6,Bull,1.98,63,15,NYSE,Failure
RadiantPartners1692,Technology,35.84,566092,2,Bear,57.15,67,193,NASDAQ,Failure
ForgeEnterprises1693,Consumer Goods,20.25,9110596,6,Bull,28.86,17,97,NASDAQ,Success
CatalystDigital1694,Consumer Goods,9.26,4959025,9,Bull,132.12,63,184,NYSE,Success
SynergyAnalytics1695,Finance,8.24,819842,6,Bear,99.03,46,478,NASDAQ,Failure
MomentumRobotics1696,Technology,11.5,2268480,7,Neutral,12.77,63,66,NASDAQ,Success
ElevateBio1697,Industrials,10.81,1480515,4,Bear,70.72,20,275,NASDAQ,Failure
IgnitePharma1698,Telecommunications,7.22,6432705,7,Bull,117.38,21,422,NASDAQ,Success
ThriveCapital1699,Consumer Goods,11.59,2254294,4,Bull,102.27,77,411,NASDAQ,Success
AlphaEnergy1700,Real Estate,12.69,3039570,5,Bear,227.51,33,615,NASDAQ,Failure
BetaHealth1701,Telecommunications,15.94,2705522,5,Bull,11.34,74,36,NASDAQ,Success
GammaCorp1702,Healthcare,46.83,744051,6,Bull,41.58,18,317,NYSE,Failure
DeltaInc1703,Energy,17.58,13328246,4,Bear,1.86,27,24,NYSE,Success
OmegaTechnologies1704,Finance,18.47,6339624,3,Neutral,308.52,34,464,NASDAQ,Success
NovaSystems1705,Telecommunications,25.91,1548219,6,Neutral,63.11,13,133,NASDAQ,Success
ApexSolutions1706,Technology,17.84,3960425,6,Bull,46.17,34,436,NASDAQ,Failure
ZenithGroup1707,Finance,24.53,8659070,6,Neutral,45.06,12,146,NASDAQ,Success
VertexHoldings1708,Real Estate,23.11,3456409,7,Bull,112.21,12,232,NYSE,Success
QuantumLabs1709,Healthcare,21.36,15506257,5,Neutral,260.09,15,486,NASDAQ,Success
NexusDynamics1710,Industrials,80.1,50000000,6,Bear,35.28,29,164,NYSE,Failure
PulseVentures1711,Healthcare,31.68,2881663,5,Neutral,100.91,51,235,NYSE,Success
VortexGlobal1712,Telecommunications,11.69,1825693,5,Bull,99.17,31,315,NASDAQ,Failure
CipherNetworks1713,Real Estate,24.17,1215408,6,Neutral,2.02,15,57,NASDAQ,Success
HelixInnovations1714,Healthcare,13.52,357333,10,Bear,18.88,77,37,NASDAQ,Failure
PrismPartners1715,Industrials,25.11,11388846,7,Bear,104.92,15,251,NASDAQ,Failure
FluxEnterprises1716,Healthcare,10.1,2295603,7,Bear,347.5,51,824,NASDAQ,Failure
AetherDigital1717,Energy,11.54,7844755,7,Bull,419.31,33,384,NYSE,Success
TitanAnalytics1718,Consumer Goods,23.85,9592116,1,Bear,8.7,5,59,NASDAQ,Failure
OrionRobotics1719,Industrials,33.08,1109067,6,Bull,244.48,64,944,NASDAQ,Success
StellarBio1720,Technology,25.82,1288753,7,Bull,257.17,9,314,NYSE,Success
CrestPharma1721,Technology,30.79,18712211,6,Bear,101.4,11,288,NYSE,Failure
SummitCapital1722,Consumer Goods,24.21,3047813,5,Bear,2.64,4,23,NYSE,Success
PinnacleEnergy1723,Energy,21.89,1689110,4,Bull,24.39,13,131,NASDAQ,Failure
HorizonHealth1724,Finance,15.61,1149487,5,Bull,64.23,26,794,NASDAQ,Success
EclipseCorp1725,Technology,30.16,2837812,4,Bear,38.33,7,96,NYSE,Failure
RadiantInc1726,Healthcare,33.53,14766836,7,Neutral,2.11,15,24,NASDAQ,Failure
ForgeTechnologies1727,Real Estate,19.46,6487825,9,Bear,36.89,6,127,NYSE,Success
CatalystSystems1728,Technology,18.94,3920627,9,Neutral,13.52,18,54,NASDAQ,Success
SynergySolutions1729,Healthcare,44.51,16006748,4,Bear,132.46,14,374,NASDAQ,Failure
MomentumGroup1730,Telecommunications,19.88,13200630,4,Bull,112.16,23,399,NASDAQ,Success
ElevateHoldings1731,Technology,20.86,4565881,4,Bull,119.66,64,344,NYSE,Failure
IgniteLabs1732,Consumer Goods,25.59,50000000,3,Bull,31.37,10,137,NASDAQ,Success
ThriveDynamics1733,Healthcare,19.13,2552482,3,Neutral,56.28,79,181,NASDAQ,Failure
AlphaVentures1734,Real Estate,13.33,9801328,4,Bull,48.14,41,104,NYSE,Failure
BetaGlobal1735,Consumer Goods,24.26,2206688,7,Bull,214.96,17,823,NASDAQ,Success
GammaNetworks1736,Real Estate,19.7,8063420,4,Neutral,24.53,13,165,NASDAQ,Success
DeltaInnovations1737,Technology,50.46,2550022,8,Neutral,17.54,15,125,NASDAQ,Success
OmegaPartners1738,Finance,29.79,5185455,8,Bear,230.97,62,808,NYSE,Success
NovaEnterprises1739,Industrials,14.91,35681250,6,Bull,187.03,14,331,NASDAQ,Success
ApexDigital1740,Technology,28.92,8468397,8,Neutral,109.83,45,198,NASDAQ,Success
ZenithAnalytics1741,Technology,23.43,5266313,3,Bull,583.49,4,1909,NYSE,Success
VertexRobotics1742,Technology,38.66,1506496,4,Bull,1252.14,36,1218,NYSE,Success
QuantumBio1743,Telecommunications,15.45,3946062,6,Neutral,345.84,68,565,NASDAQ,Success
NexusPharma1744,Consumer Goods,22.07,1193018,6,Neutral,17.8,65,226,NYSE,Success
PulseCapital1745,Energy,19.11,7936447,8,Neutral,189.93,41,636,NASDAQ,Success
VortexEnergy1746,Consumer Goods,20.68,7739732,4,Bear,64.42,21,227,NASDAQ,Success
CipherHealth1747,Finance,12.9,2731508,4,Neutral,23.49,27,38,NASDAQ,Success
HelixCorp1748,Finance,26.79,17253610,5,Bull,17.96,27,56,NASDAQ,Success
PrismInc1749,Finance,24.75,14990032,4,Neutral,81.77,17,384,NYSE,Success
FluxTechnologies1750,Energy,38.19,3796714,3,Neutral,185.91,54,231,NASDAQ,Failure
AetherSystems1751,Technology,19.99,5754605,5,Bull,432.24,14,1163,NYSE,Success
TitanSolutions1752,Real Estate,16.35,1814903,5,Bull,150.08,78,205,NASDAQ,Success
OrionGroup1753,Industrials,29.8,2490065,8,Neutral,129.14,9,266,NYSE,Success
StellarHoldings1754,Healthcare,13.5,1112357,3,Bear,40.09,50,66,NASDAQ,Failure
CrestLabs1755,Energy,34.55,2026180,7,Neutral,75.55,54,249,NASDAQ,Failure
SummitDynamics1756,Technology,34.52,2944975,8,Neutral,5.8,53,15,NASDAQ,Failure
PinnacleVentures1757,Telecommunications,37.66,621339,4,Neutral,127.47,53,345,NASDAQ,Failure
HorizonGlobal1758,Real Estate,24.25,5820018,6,Bull,104.33,36,422,NASDAQ,Success
EclipseNetworks1759,Real Estate,15.75,9084936,7,Neutral,964.23,11,1994,NYSE,Failure
RadiantInnovations1760,Healthcare,21.21,3243236,6,Neutral,51.44,50,221,NASDAQ,Success
ForgePartners1761,Technology,24.29,220302,6,Bear,326.0,17,850,NYSE,Success
CatalystEnterprises1762,Technology,15.18,2538305,4,Bull,26.8,17,101,NASDAQ,Failure
SynergyDigital1763,Technology,39.12,811479,7,Neutral,696.14,66,1344,NASDAQ,Success
MomentumAnalytics1764,Technology,26.84,1776900,5,Bull,480.21,12,1197,NYSE,Failure
ElevateRobotics1765,Technology,12.86,13963206,6,Bull,298.24,43,410,NASDAQ,Failure
IgniteBio1766,Telecommunications,51.49,286509,6,Bull,59.76,30,162,NASDAQ,Success
ThrivePharma1767,Technology,21.09,1445025,7,Bull,39.12,15,392,NASDAQ,Success
AlphaCapital1768,Technology,11.62,7493672,9,Bear,31.3,77,152,NASDAQ,Failure
BetaEnergy1769,Industrials,13.26,1620222,4,Bull,12.69,53,112,NASDAQ,Success
GammaHealth1770,Energy,42.26,1500891,6,Bear,110.11,39,379,NASDAQ,Failure
DeltaCorp1771,Industrials,50.02,24950543,3,Neutral,37.62,68,95,NYSE,Success
OmegaInc1772,Energy,33.27,4772531,8,Bear,96.93,28,248,NYSE,Success
NovaTechnologies1773,Real Estate,38.85,8321078,6,Bear,70.44,27,94,NASDAQ,Success
ApexSystems1774,Energy,36.9,5361046,5,Bull,10.91,3,107,NASDAQ,Success
ZenithSolutions1775,Finance,26.53,3842744,6,Bear,268.25,61,1017,NASDAQ,Success
VertexGroup1776,Consumer Goods,23.68,11571143,6,Bear,63.06,78,136,NASDAQ,Failure
QuantumHoldings1777,Finance,26.31,21973475,4,Neutral,199.0,68,751,NASDAQ,Failure
NexusLabs1778,Healthcare,29.02,607120,8,Neutral,9.51,2,68,NASDAQ,Success
PulseDynamics1779,Finance,13.86,3155579,7,Bear,17.36,28,79,NASDAQ,Failure
VortexVentures1780,Technology,28.96,3130806,7,Bull,30.31,77,147,NYSE,Success
CipherGlobal1781,Industrials,41.65,2128063,4,Neutral,78.6,74,326,NASDAQ,Failure
HelixNetworks1782,Healthcare,18.12,8719396,4,Neutral,46.74,17,197,NYSE,Failure
PrismInnovations1783,Technology,17.17,4226512,5,Neutral,422.64,33,1007,NYSE,Success
FluxPartners1784,Technology,25.49,22420199,7,Neutral,257.73,45,657,NASDAQ,Success
AetherEnterprises1785,Industrials,14.51,9823287,7,Bull,18.24,9,59,NASDAQ,Success
TitanDigital1786,Healthcare,10.4,12796758,4,Neutral,4534.18,32,9797,NASDAQ,Failure
OrionAnalytics1787,Consumer Goods,35.65,985432,7,Bull,48.08,61,448,NYSE,Failure
StellarRobotics1788,Real Estate,16.03,1459951,4,Bull,378.73,61,489,NYSE,Success
CrestBio1789,Technology,20.27,1585338,4,Neutral,35.63,14,134,NYSE,Success
SummitPharma1790,Industrials,14.8,12275534,6,Bull,139.36,42,278,NYSE,Failure
PinnacleCapital1791,Healthcare,38.03,1242733,3,Bull,226.97,17,749,NYSE,Failure
HorizonEnergy1792,Technology,30.77,1279609,4,Bull,5.72,60,42,NASDAQ,Failure
EclipseHealth1793,Consumer Goods,17.81,1065169,9,Bull,750.23,53,1579,NYSE,Success
RadiantCorp1794,Real Estate,11.13,50000000,8,Bull,16.91,56,55,NYSE,Success
ForgeInc1795,Healthcare,16.89,2835611,10,Bear,32.34,41,96,NASDAQ,Failure
CatalystTechnologies1796,Energy,26.71,5553217,6,Bull,22.03,30,62,NASDAQ,Success
SynergySystems1797,Healthcare,22.07,1044848,7,Bear,23.32,7,40,NASDAQ,Success
MomentumSolutions1798,Energy,21.21,8531351,5,Bear,25.02,61,185,NASDAQ,Failure
ElevateGroup1799,Energy,22.33,554783,5,Bull,9.11,65,66,NASDAQ,Failure
IgniteHoldings1800,Energy,29.35,1228122,7,Neutral,171.03,34,865,NASDAQ,Success
ThriveLabs1801,Energy,19.67,1573205,8,Bull,64.9,2,177,NYSE,Success
AlphaDynamics1802,Technology,25.15,4068852,7,Neutral,44.37,45,200,NASDAQ,Failure
BetaVentures1803,Consumer Goods,12.26,1479060,4,Neutral,250.67,16,403,NYSE,Failure
GammaGlobal1804,Consumer Goods,72.02,15006561,6,Neutral,772.51,75,1137,NASDAQ,Success
DeltaNetworks1805,Consumer Goods,17.43,5407098,4,Bear,5.26,51,89,NASDAQ,Failure
OmegaInnovations1806,Technology,22.24,1640311,5,Neutral,623.49,79,1057,NASDAQ,Failure
NovaPartners1807,Finance,26.66,8864960,9,Bull,52.73,62,287,NASDAQ,Failure
ApexEnterprises1808,Finance,16.36,2206052,3,Neutral,7.2,71,45,NYSE,Success
ZenithDigital1809,Technology,20.16,1811314,10,Bull,101.4,37,149,NASDAQ,Success
VertexAnalytics1810,Technology,20.04,8006911,7,Bear,45.82,76,150,NASDAQ,Failure
QuantumRobotics1811,Finance,12.72,281299,5,Bear,198.5,37,617,NASDAQ,Failure
NexusBio1812,Consumer Goods,25.01,6816229,6,Neutral,67.9,32,311,NASDAQ,Failure
PulsePharma1813,Technology,8.81,1602227,4,Neutral,93.24,76,115,NASDAQ,Failure
VortexCapital1814,Industrials,48.25,1599805,4,Bull,28.42,29,68,NYSE,Failure
CipherEnergy1815,Finance,29.86,23164626,6,Bull,11.67,25,66,NYSE,Failure
HelixHealth1816,Industrials,27.65,1921827,5,Neutral,166.11,42,277,NASDAQ,Success
PrismCorp1817,Finance,8.43,8502872,4,Neutral,24.84,44,183,NYSE,Success
FluxInc1818,Finance,13.51,4322068,5,Bull,99.84,44,287,NYSE,Success
AetherTechnologies1819,Energy,40.23,4794552,3,Neutral,507.14,52,1377,NASDAQ,Failure
TitanSystems1820,Real Estate,160.07,2544533,3,Bear,42.96,37,291,NYSE,Failure
OrionSolutions1821,Finance,36.5,2415180,3,Bull,156.04,75,230,NASDAQ,Success
StellarGroup1822,Finance,33.73,15066561,9,Bull,52.15,72,224,NYSE,Success
CrestHoldings1823,Energy,26.11,8289167,6,Neutral,31.6,62,128,NYSE,Success
SummitLabs1824,Consumer Goods,13.15,1983391,7,Bull,5.24,29,35,NASDAQ,Success
PinnacleDynamics1825,Technology,33.04,1148679,6,Neutral,51.47,10,157,NYSE,Failure
HorizonVentures1826,Finance,11.58,1822147,7,Bull,42.68,1,164,NYSE,Success
EclipseGlobal1827,Finance,10.96,8723187,8,Bear,14.79,62,16,NYSE,Failure
RadiantNetworks1828,Real Estate,10.63,10624697,6,Bull,2.58,13,38,NYSE,Success
ForgeInnovations1829,Finance,32.72,5694114,9,Neutral,4.46,50,15,NYSE,Failure
CatalystPartners1830,Finance,19.52,649026,5,Bull,794.62,36,3754,NASDAQ,Success
SynergyEnterprises1831,Telecommunications,21.12,6946712,7,Bull,57.78,62,120,NASDAQ,Failure
MomentumDigital1832,Finance,19.93,12037991,7,Bear,6.33,69,22,NYSE,Success
ElevateAnalytics1833,Technology,11.44,3888587,4,Bear,22.13,8,112,NASDAQ,Success
IgniteRobotics1834,Technology,14.36,23671990,6,Bear,55.43,39,213,NASDAQ,Success
ThriveBio1835,Technology,14.73,872422,2,Bull,107.05,74,392,NASDAQ,Success
AlphaPharma1836,Technology,9.95,6483736,5,Bull,38.48,31,168,NASDAQ,Success
BetaCapital1837,Finance,15.61,1178530,5,Bull,1132.09,64,1912,NYSE,Success
GammaEnergy1838,Industrials,11.7,9421848,5,Bull,1215.05,60,1806,NASDAQ,Failure
DeltaHealth1839,Consumer Goods,26.81,6033638,5,Bull,96.98,68,387,NASDAQ,Failure
OmegaCorp1840,Technology,27.95,19803234,7,Bull,31.52,6,85,NASDAQ,Success
NovaInc1841,Energy,10.52,5388128,4,Bear,96.92,71,307,NASDAQ,Failure
ApexTechnologies1842,Technology,17.32,2182527,9,Bull,7.44,2,17,NASDAQ,Success
ZenithSystems1843,Telecommunications,50.81,2000544,7,Bear,244.5,8,685,NASDAQ,Failure
VertexSolutions1844,Technology,12.3,2545462,4,Neutral,70.64,15,237,NYSE,Failure
QuantumGroup1845,Energy,24.86,1961609,7,Neutral,8.93,64,45,NASDAQ,Failure
NexusHoldings1846,Healthcare,21.17,12573587,7,Bear,22.73,12,218,NYSE,Success
PulseLabs1847,Energy,34.69,11706306,6,Bull,129.05,57,766,NYSE,Success
VortexDynamics1848,Finance,23.28,731924,3,Bear,4.49,24,46,NASDAQ,Success
CipherVentures1849,Industrials,16.19,3396853,10,Bull,14.29,55,102,NASDAQ,Success
HelixGlobal1850,Technology,20.77,3479821,7,Bear,27.15,56,112,NASDAQ,Failure
PrismNetworks1851,Real Estate,20.92,1496597,3,Neutral,235.76,31,684,NASDAQ,Failure
FluxInnovations1852,Finance,19.19,5066951,6,Bear,714.47,78,1763,NASDAQ,Failure
AetherPartners1853,Industrials,10.39,14088238,5,Neutral,96.36,22,389,NYSE,Failure
TitanEnterprises1854,Industrials,37.4,7974894,6,Bull,0.48,7,10,NYSE,Success
OrionDigital1855,Telecommunications,34.23,12573077,3,Bull,10.23,49,67,NASDAQ,Failure
StellarAnalytics1856,Technology,11.92,1593641,6,Bull,10000.0,5,12096,NYSE,Success
CrestRobotics1857,Healthcare,17.28,3390567,4,Bull,69.14,23,273,NASDAQ,Failure
SummitBio1858,Healthcare,17.95,1520199,5,Bull,1.09,42,21,NASDAQ,Success
PinnaclePharma1859,Healthcare,11.27,4153367,6,Neutral,1918.23,74,2252,NYSE,Success
HorizonCapital1860,Energy,7.9,4544602,5,Bear,7.36,57,43,NYSE,Success
EclipseEnergy1861,Telecommunications,14.36,8536298,5,Neutral,129.05,49,377,NASDAQ,Failure
RadiantHealth1862,Telecommunications,16.81,12157925,7,Neutral,9.78,43,30,NYSE,Failure
ForgeCorp1863,Finance,9.77,6510827,4,Neutral,1485.14,29,5109,NYSE,Success
CatalystInc1864,Energy,21.94,1383089,4,Neutral,6.52,67,25,NYSE,Success
SynergyTechnologies1865,Real Estate,35.92,845621,3,Bull,22.69,2,190,NASDAQ,Success
MomentumSystems1866,Telecommunications,30.6,5498687,4,Neutral,263.35,13,327,NYSE,Failure
ElevateSolutions1867,Technology,18.85,14658356,6,Neutral,23.81,13,46,NASDAQ,Failure
IgniteGroup1868,Finance,8.0,3188968,7,Bear,113.24,50,277,NASDAQ,Success
ThriveHoldings1869,Industrials,28.73,709706,4,Bear,189.81,24,602,NASDAQ,Failure
AlphaLabs1870,Healthcare,21.61,26291492,7,Neutral,71.21,6,276,NYSE,Success
BetaDynamics1871,Finance,24.83,5332893,6,Neutral,10.31,13,98,NYSE,Success
GammaVentures1872,Telecommunications,52.88,3879207,3,Bull,16.77,53,50,NYSE,Failure
DeltaGlobal1873,Telecommunications,13.3,1016655,6,Bull,30.72,44,187,NASDAQ,Failure
OmegaNetworks1874,Real Estate,5.0,3322460,8,Bull,131.77,43,161,NASDAQ,Success
NovaInnovations1875,Industrials,11.86,6497214,2,Neutral,184.48,58,297,NYSE,Failure
ApexPartners1876,Healthcare,25.61,5406003,10,Bull,74.27,42,205,NYSE,Success
ZenithEnterprises1877,Healthcare,20.36,1656326,4,Neutral,156.53,71,244,NASDAQ,Success
VertexDigital1878,Finance,10.94,3087692,2,Bull,5.02,46,41,NYSE,Failure
QuantumAnalytics1879,Energy,9.88,1765586,6,Neutral,85.33,52,189,NASDAQ,Success
NexusRobotics1880,Finance,16.82,17264476,7,Neutral,49.53,26,281,NASDAQ,Failure
PulseBio1881,Energy,10.77,7999375,5,Bear,114.76,47,511,NYSE,Success
VortexPharma1882,Finance,26.06,1935091,6,Bull,168.75,15,320,NYSE,Success
CipherCapital1883,Consumer Goods,16.35,1016148,10,Neutral,11.28,20,46,NYSE,Failure
HelixEnergy1884,Healthcare,14.68,4315894,6,Bull,46.29,77,155,NASDAQ,Success
PrismHealth1885,Healthcare,13.75,1997051,10,Bear,404.12,70,1773,NASDAQ,Success
FluxCorp1886,Technology,22.91,2151537,8,Neutral,86.14,33,164,NASDAQ,Success
AetherInc1887,Technology,20.52,1050509,6,Bear,46.98,26,50,NASDAQ,Success
